Layer,Name,GEOID,Longitude,Latitude,TRF_2023
,,,,,"Traffic intensity (distance-weighted vehicles), 2023"
Census tract,Tract 8351,17031835100,-87.68624790,41.79015790,167.1913917882471
Census tract,Tract 8352,17031835200,-87.74528660,41.79664370,635.0118859
Census tract,Tract 8355,17031835500,-87.63253950,41.81635400,2453.0375227777777
Census tract,Tract 8356,17031835600,-87.63220160,41.80183450,4452.705273761692
Census tract,Tract 8358,17031835800,-87.61871920,41.81304620,184.1611503
Census tract,Tract 8360,17031836000,-87.61168440,41.81400360,111.6818566293028
Census tract,Tract 8361,17031836100,-87.61868260,41.79980520,179.0387815689382
Census tract,Tract 8362,17031836200,-87.60128490,41.79046930,28.93236845
Census tract,Tract 8363,17031836300,-87.60175850,41.80153240,27.91526179968499
Census tract,Tract 8364,17031836400,-87.59517610,41.81901180,651.0021729847003
Census tract,Tract 8365,17031836500,-87.59945600,41.82594630,650.7123257072037
Census tract,Tract 8366,17031836600,-87.70880590,41.89869730,112.60597304530556
Census tract,Tract 8367,17031836700,-87.70217470,41.89170410,144.59105978379685
Census tract,Tract 8368,17031836800,-87.71496660,41.88509030,78.27491891921741
Census tract,Tract 8369,17031836900,-87.70613620,41.88188310,224.1159805314802
Census tract,Tract 8370,17031837000,-87.69867390,41.87832330,1123.8125219408423
Census tract,Tract 8371,17031837100,-87.69872040,41.88567360,54.62291472748184
Census tract,Tract 8373,17031837300,-87.70555240,41.87161910,2880.220074582563
Census tract,Tract 8374,17031837400,-87.69380130,41.87597450,1552.9387329085423
Census tract,Tract 8378,17031837800,-87.68412720,41.88475040,124.12450618359536
Census tract,Tract 8380,17031838000,-87.68065210,41.87736660,1474.2804254375708
Census tract,Tract 8381,17031838100,-87.67169280,41.87867000,739.9827539303129
Census tract,Tract 8382,17031838200,-87.67512600,41.87041490,180.4643258625672
Census tract,Tract 8383,17031838300,-87.63840390,41.90156650,71.79014912011628
Census tract,Tract 8386,17031838600,-87.70082360,41.86782330,306.36463577562586
Census tract,Tract 8387,17031838700,-87.72018510,41.86257750,131.6185830080929
Census tract,Tract 8388,17031838800,-87.57406110,41.68340420,146.1326819714378
Census tract,Tract 8390,17031839000,-87.63130780,41.87148630,550.0619173102443
Census tract,Tract 8391,17031839100,-87.63307030,41.88098570,1156.8839925886568
Census tract,Tract 8392,17031839200,-87.62203620,41.84201080,572.9136471797017
Census tract,Tract 8395,17031839500,-87.61929190,41.83409750,146.4285138
Census tract,Tract 8396,17031839600,-87.61924860,41.82744280,183.5545111905148
Census tract,Tract 8397,17031839700,-87.65194880,41.83365080,49.47564569638723
Census tract,Tract 8398,17031839800,-87.64316230,41.83506740,134.3066171817312
Census tract,Tract 8399,17031839900,-87.64845400,41.82734590,104.63080185314828
Census tract,Tract 8400,17031840000,-87.63840530,41.83143690,136.8748919548817
Census tract,Tract 8401,17031840100,-87.63920300,41.84183080,1389.4824630574446
Census tract,Tract 8402,17031840200,-87.64920960,41.84464760,1746.663751
Census tract,Tract 8403,17031840300,-87.68188130,41.83209700,1107.952582992517
Census tract,Tract 8404,17031840400,-87.66716160,41.83392640,701.9259945102107
Census tract,Tract 8407,17031840700,-87.69426660,41.85293020,145.3251536618718
Census tract,Tract 8408,17031840800,-87.70737100,41.84083290,153.49986976368547
Census tract,Tract 8410,17031841000,-87.61019830,41.84754440,2385.930519
Census tract,Tract 8411,17031841100,-87.63566120,41.85164380,1909.671885120256
Census tract,Tract 8412,17031841200,-87.68334200,41.85556180,201.6596208018161
Census tract,Tract 8413,17031841300,-87.68420250,41.84397740,231.03968605379825
Census tract,Tract 8415,17031841500,-87.70791320,41.86162240,148.50157780963153
Census tract,Tract 8417,17031841700,-87.70418190,41.85313020,250.5072464
Census tract,Tract 8418,17031841800,-87.59942030,41.76630630,89.92086890074877
Census tract,Tract 8419,17031841900,-87.64296480,41.86845780,4995.571618804769
Census tract,Tract 8420,17031842000,-87.62517020,41.83496000,240.09740541583008
Census tract,Tract 8421,17031842100,-87.73361030,41.89527850,114.15485801472632
Census tract,Tract 8422,17031842200,-87.64921990,41.90472790,239.954591
Census tract,Tract 8423,17031842300,-87.66063980,41.90972360,5086.126375635307
Census tract,Tract 8424,17031842400,-87.63007060,41.74242580,1233.7003695866492
Census tract,Tract 8425,17031842500,-87.62321570,41.77695060,1075.283865
Census tract,Tract 8426,17031842600,-87.65169510,41.81621860,176.71438353971732
Census tract,Tract 8428,17031842800,-87.69830440,41.80753390,196.97034988484748
Census tract,Tract 8429,17031842900,-87.67293710,41.86313890,144.4247339
Census tract,Tract 8430,17031843000,-87.72274890,41.86793650,240.57251931666664
Census tract,Tract 8431,17031843100,-87.69945290,41.86260170,204.0669427737264
Census tract,Tract 8432,17031843200,-87.66421690,41.84871530,416.2878749578696
Census tract,Tract 8433,17031843300,-87.69255030,41.86376380,138.5034421
Census tract,Tract 8434,17031843400,-87.73202180,41.84932740,255.2309118
Census tract,Tract 8435,17031843500,-87.69756610,41.84098340,77.18006022999998
Census tract,Tract 8436,17031843600,-87.60894880,41.80676530,97.20164400046288
Census tract,Tract 8437,17031843700,-87.69003400,41.94556040,456.0461518807783
Census tract,Tract 8438,17031843800,-87.64047560,41.80165660,167.1768387181
Census tract,Tract 8439,17031843900,-87.57613030,41.77899320,172.68352140525369
Census tract,Tract 8446,17031844600,-87.62544370,41.81338520,568.2332762
Census tract,Tract 8447,17031844700,-87.71170020,41.85414730,149.13951575546542
Census tract,Tract 9801,17031980100,-87.75090010,41.78598130,378.4059136
Census tract,Tract 8400,17043840000,-87.93440530,41.96865060,274.76803924631395
Census tract,Tract 8408.01,17043840801,-87.93161770,41.95179610,117.60172803887828
